Lobby ID,Game ID,Room Name,Map,Region,Members,Time,Leader Name,Leader ID,Has Password
29617193564224361,3586896069,,zudui_team_map,Japan,1,23m,oneday,125131260,
29617193564246409,3586896069,,zudui_team_map,US West,22,23m,zbuuzzb85,1749152808,Yes
29617193564503699,3586896069,,zudui_team_map,Japan,22,22m,jlyprlo78,1748956933,Yes
29617193564745285,3586896069,,zudui_team_map,Japan,22,22m,zygmgyr22,1749153791,Yes
29617193564988548,3586896069,,zudui_team_map,Singapore,22,21m,igknzvx14,1750123309,Yes
29617193565234517,3586896069,,zudui_team_map,US West,22,21m,yzesotz47,1750574076,Yes
29617193565484766,3586896069,,zudui_team_map,US East,22,20m,bitjqxz35,1750175233,Yes
29617193565731448,3586896069,,zudui_team_map,Japan,22,20m,houubab47,1749851586,Yes
29617193565984775,3586896069,,zudui_team_map,Singapore,22,19m,ooutvpn36,1750772876,Yes
29617193566234595,3586896069,,zudui_team_map,US East,22,19m,rvgotew38,1749642222,Yes
29617193566487300,3586896069,,zudui_team_map,Chile,22,18m,slptmrz,1749516728,Yes
29617193566741283,3586896069,,zudui_team_map,Japan,22,18m,wonemek24,1750325004,Yes
29617193566761303,3586896069,,zudui_team_map,Chile,22,18m,dnbvwuv51,1748808741,Yes
29617193567014393,3586896069,,zudui_team_map,US West,22,17m,dimhkit54,1748994450,Yes
29617193567264505,3586896069,,zudui_team_map,Singapore,22,16m,ngdinme,1749644934,Yes
29617193567515347,3586896069,,zudui_team_map,US West,22,16m,otweaek,1749572568,Yes
29617193567765454,3586896069,,zudui_team_map,Japan,22,15m,zzoxvel76,1748829922,Yes
29617193568015299,3586896069,,zudui_team_map,Japan,22,15m,ngdkfmm09,1749863654,Yes
29617193568265508,3586896069,,zudui_team_map,Singapore,22,14m,mmypgdy,1749741103,Yes
29617193568521088,3586896069,,zudui_team_map,Chile,22,14m,kqptgxi,1749451842,Yes
29617193568773986,3586896069,,zudui_team_map,Japan,22,13m,jhlppxp46,1749812674,Yes
29617193569028099,3586896069,,zudui_team_map,Australia,22,13m,uszunle,1749443484,Yes
29617193569273415,3586896069,,zudui_team_map,US East,22,12m,ijlnqwh,1749206582,Yes
29617193569295294,3586896069,,zudui_team_map,Singapore,22,12m,teoikpa,1749377605,Yes
29617193569539427,3586896069,,zudui_team_map,US East,22,12m,mohtiri,1749703247,Yes
29617193569782908,3586896069,,zudui_team_map,Singapore,22,11m,tejmphp66,1749541122,Yes
29617193570025080,3586896069,,zudui_team_map,Singapore,22,10m,gluuejo,1749713687,Yes
29617193570262070,3586896069,,zudui_team_map,US East,22,10m,jtjnzrc,1749176589,Yes
29617193570501331,3586896069,,zudui_team_map,Singapore,22,9m,easvjqm,1750723289,Yes
29617193570739926,3586896069,,zudui_team_map,Chile,22,9m,msgbljw,1749248995,Yes
29617193570976694,3586896069,,zudui_team_map,Australia,22,8m,pbtxbvg,1749176985,Yes
29617193571215170,3586896069,,zudui_team_map,US East,22,8m,hlnkmdg,1750548188,Yes
29617193571451160,3586896069,,zudui_team_map,US West,22,7m,ufahesy,1749532634,Yes
29617193571686903,3586896069,,zudui_team_map,US East,22,7m,dghlhdp,1749202520,Yes
29617193571924713,3586896069,,zudui_team_map,Japan,22,6m,ucclbsj,1749970631,Yes
29617193571944523,3586896069,,zudui_team_map,Australia,22,6m,ewhkupy,1749579739,Yes
29617193572182902,3586896069,,zudui_team_map,US East,22,5m,gqlscdn,1749315563,Yes
29617193572422414,3586896069,,zudui_team_map,Australia,22,5m,pcscpib,1749924808,Yes
29617193572665007,3586896069,,zudui_team_map,US East,22,4m,eqnutem,1749615593,Yes
29617193572899190,3586896069,,zudui_team_map,Chile,22,4m,fcaqvdb,1749653384,Yes
29617193573139984,3586896069,,zudui_team_map,Australia,22,3m,xksieqy,1749703968,Yes
29617193573235741,3586896069,,zudui_team_map,Australia,1,3m,CsStudio,1527764346,
29617193573373294,3586896069,,zudui_team_map,US West,22,3m,samdcdw,1749424512,Yes
29617193573616283,3586896069,,zudui_team_map,US East,22,2m,yhyvdhi,1749028930,Yes
29617193573859367,3586896069,,zudui_team_map,Chile,22,2m,iphezqi,1750229875,Yes
29617193574096722,3586896069,,zudui_team_map,Singapore,22,1m,rrpbhnj,1750172570,Yes
29617193574333148,3586896069,,zudui_team_map,Australia,22,1m,onkrczc,1750061473,Yes
29617193574352863,3586896069,,zudui_team_map,Japan,22,1m,ml246381,810730702,Yes
29617193574587014,3586896069,,zudui_team_map,US East,22,0m,fd250432,808923363,Yes
