Lobby ID,Game ID,Room Name,Map,Region,Members,Time,Leader Name,Leader ID,Has Password
29617193269596976,3586896069,,zudui_team_map,US West,21,5h44m,bn248873,809820394,Yes
29617193277325325,3586896069,,zudui_team_map,Japan,22,5h35m,oe250511,808782070,Yes
29617193267677168,3586896069,,zudui_team_map,US West,21,5h46m,ih250480,808805344,Yes
29617193269123386,3586896069,,zudui_team_map,Japan,22,5h45m,eq250487,808783550,Yes
29617193268163377,3586896069,,zudui_team_map,US East,20,5h46m,ec248871,808944258,Yes
29617193268644477,3586896069,,zudui_team_map,US East,20,5h45m,wc250484,811145025,Yes
29617193276387307,3586896069,,zudui_team_map,Japan,22,5h36m,sh248881,809749321,Yes
29617193279232816,3586896069,,zudui_team_map,Japan,3,5h33m,xw250568,808963016,Yes
29617193278763434,3586896069,,zudui_team_map,Singapore,20,5h34m,wyekhvd,1749944085,Yes
29617193278284233,3586896069,,zudui_team_map,Australia,18,5h34m,iokjqht,1749162933,Yes
29617193277801959,3586896069,,zudui_team_map,Australia,21,5h35m,lojeldr,1749725226,Yes
29617193276848877,3586896069,,zudui_team_map,US East,22,5h36m,pa250511,808759720,Yes
29617193275397845,3586896069,,zudui_team_map,Singapore,22,5h37m,hs250502,810615255,Yes
29617193276348669,3586896069,,zudui_team_map,Chile,22,5h36m,af250505,810551738,Yes
29617193275875252,3586896069,,zudui_team_map,US East,22,5h37m,on250503,808845326,Yes
29617193273959531,3586896069,,zudui_team_map,Australia,21,5h39m,ojjeckg58,1749791561,Yes
29617193274434604,3586896069,,zudui_team_map,Singapore,21,5h38m,ml250499,808800793,Yes
29617193273480935,3586896069,,zudui_team_map,Chile,21,5h40m,ubezqut23,1748977218,Yes
29617193274916050,3586896069,,zudui_team_map,Chile,22,5h38m,wg250500,811191038,Yes
29617193271559859,3586896069,,zudui_team_map,Singapore,21,5h42m,cu250497,809618833,Yes
29617193271515988,3586896069,,zudui_team_map,Australia,20,5h42m,vf250495,808814016,Yes
29617193272525579,3586896069,,zudui_team_map,US West,22,5h41m,vcqhmid09,1749536302,Yes
29617193266724562,3586896069,,zudui_team_map,US West,22,5h47m,sy250477,810775463,Yes
29617193272031885,3586896069,,zudui_team_map,US East,22,5h41m,ivsmhqq38,1749966070,Yes
29617193273002265,3586896069,,zudui_team_map,Japan,22,5h40m,ppamcha95,1749571048,Yes
29617193267201574,3586896069,,zudui_team_map,US West,21,5h47m,bt250478,810612903,Yes
29617193271039664,3586896069,,zudui_team_map,Chile,21,5h42m,yi250494,811853153,Yes
29617193270557060,3586896069,,zudui_team_map,Singapore,22,5h43m,qg250491,812417389,Yes
29617193264778532,3586896069,,zudui_team_map,Singapore,22,5h49m,ce248866,810575008,Yes
29617193270080107,3586896069,,zudui_team_map,US West,19,5h43m,dm248873,808701645,Yes
29617193518765065,3586896069,,zudui_team_map,Singapore,1,24m,oneday,125131260,
29617193265255839,3586896069,,zudui_team_map,US East,22,5h49m,to250470,808947693,Yes
29617193266206726,3586896069,,zudui_team_map,Japan,22,5h48m,cw248866,810105221,Yes
29617193266684056,3586896069,,zudui_team_map,Japan,21,5h47m,me250475,810641525,Yes
29617193265727935,3586896069,,zudui_team_map,Chile,22,5h48m,yl250470,808988527,Yes
29617193251579238,3586896069,,zudui_team_map,US East,22,6h4m,vamsrzf,1749472102,Yes
29617193252063142,3586896069,,zudui_team_map,Australia,22,6h4m,laudpfp,1749653089,Yes
29617193252105706,3586896069,,zudui_team_map,Australia,22,6h4m,jdrrbik,1749715385,Yes
29617193279706847,3586896069,,zudui_team_map,US East,3,5h32m,小眼先生,980257403,Yes
29617193252584582,3586896069,,zudui_team_map,Australia,20,6h3m,miplenw,1749216727,Yes
29617193253064072,3586896069,,zudui_team_map,US West,20,6h3m,rckgvxm,1749531882,Yes
29617193253553207,3586896069,,zudui_team_map,Chile,22,6h2m,tiyutmr,1749707181,Yes
29617193254039301,3586896069,,zudui_team_map,Japan,21,6h2m,fhithcq,1750858897,Yes
29617193254525713,3586896069,,zudui_team_map,Japan,22,6h1m,aqhqbuz,1749749006,Yes
29617193255009545,3586896069,,zudui_team_map,Chile,21,6h0m,ucdxxtu,1748915191,Yes
29617193255504522,3586896069,,zudui_team_map,Chile,21,6h0m,iwbfzdw,1749837877,Yes
29617193255995461,3586896069,,zudui_team_map,Australia,22,5h59m,jvckete,1749018646,Yes
29617193256487991,3586896069,,zudui_team_map,Japan,20,5h59m,lj250432,809303804,Yes
29617193256973186,3586896069,,zudui_team_map,US West,22,5h58m,sw250434,808866855,Yes
29617193257015942,3586896069,,zudui_team_map,US West,22,5h58m,sw250436,811330995,Yes
29617193257501623,3586896069,,zudui_team_map,Singapore,22,5h58m,qn250436,808953679,Yes
29617193257986669,3586896069,,zudui_team_map,US West,22,5h57m,dh250439,808853539,Yes
29617193258475027,3586896069,,zudui_team_map,Japan,19,5h57m,qw250443,811137620,Yes
