Lobby ID,Game ID,Room Name,Map,Region,Members,Time,Leader Name,Leader ID,Has Password
29617193612924482,3586896069,,zudui_team_map,US West,1,22m,oneday,125131260,
29617193614880745,3586896069,,zudui_team_map,Chile,19,18m,sc250509,808841914,Yes
29617193612789172,3586896069,,zudui_team_map,US West,21,22m,qu250497,810700366,Yes
29617193615425061,3586896069,,zudui_team_map,Japan,21,17m,nppgvle73,1749666572,Yes
29617193615169733,3586896069,,zudui_team_map,Chile,21,18m,dquvinf24,1749067573,Yes
29617193614902899,3586896069,,zudui_team_map,Australia,21,18m,kuqoihe22,1749165889,Yes
29617193597139641,3586896069,,zudui_team_map,US East,1,59m,ihwavyc64,1749118542,Yes
29617193623219337,3586896069,,zudui_team_map,Japan,1,2m,CsStudio,1527764346,
29617193597583985,3586896069,,zudui_team_map,US East,1,58m,ffwlsvs14,1749152340,Yes
29617193597804208,3586896069,,zudui_team_map,Singapore,1,57m,alxbiym54,1749753433,Yes
29617193619704132,3586896069,,zudui_team_map,Singapore,3,9m,ndabnyz,1750129340,Yes
29617193598040583,3586896069,,zudui_team_map,Singapore,20,57m,uagmqiu56,1749342167,Yes
29617193598256218,3586896069,,zudui_team_map,Singapore,19,56m,jxkefum41,1748943589,Yes
29617193598472612,3586896069,,zudui_team_map,US East,18,56m,yzlrjfp52,1749191729,Yes
29617193598692751,3586896069,,zudui_team_map,Chile,21,55m,aygablh71,1749283534,Yes
29617193598910359,3586896069,,zudui_team_map,US West,20,55m,klcqweu,1749557758,Yes
29617193599128736,3586896069,,zudui_team_map,US West,22,54m,nvuasgm,1749978027,Yes
29617193599342559,3586896069,,zudui_team_map,Chile,20,53m,uwygiuz79,1749486043,Yes
29617193599564748,3586896069,,zudui_team_map,US East,19,53m,xtjbajd,1750116382,Yes
29617193599781429,3586896069,,zudui_team_map,US East,18,52m,rqbkksr,1749225741,Yes
29617193600003528,3586896069,,zudui_team_map,Australia,20,52m,xmbdkcu32,1749996068,Yes
29617193600222295,3586896069,,zudui_team_map,Singapore,22,51m,mmtlqvg,1748816499,Yes
29617193600237731,3586896069,,zudui_team_map,US East,19,51m,qyzhcyu,1749194254,Yes
29617193600461159,3586896069,,zudui_team_map,Japan,21,51m,teoikpa,1749377605,Yes
29617193600681623,3586896069,,zudui_team_map,Singapore,21,50m,tzkiqzx,1749189594,Yes
29617193600905039,3586896069,,zudui_team_map,Chile,19,50m,xfkfhcn,1749230482,Yes
29617193601124100,3586896069,,zudui_team_map,US East,19,49m,irdcimu,1749404581,Yes
29617193601343173,3586896069,,zudui_team_map,Chile,19,49m,fqmqimw,1749946608,Yes
29617193601566296,3586896069,,zudui_team_map,US West,20,48m,zqyrazp,1749524445,Yes
29617193601786218,3586896069,,zudui_team_map,Australia,16,47m,iuggcxa,1750165766,Yes
29617193602007733,3586896069,,zudui_team_map,Singapore,20,47m,clzkcwh,1749573274,Yes
29617193602227457,3586896069,,zudui_team_map,US East,20,46m,jncxjkd,1749326496,Yes
29617193602453698,3586896069,,zudui_team_map,Japan,18,46m,ysvofqa,1749047167,Yes
29617193602472294,3586896069,,zudui_team_map,Chile,16,46m,zqycbpr,1749326136,Yes
29617193602689772,3586896069,,zudui_team_map,US East,19,45m,ninjktg,1750255368,Yes
29617193602914966,3586896069,,zudui_team_map,Singapore,20,45m,zhzewyb,1749651365,Yes
29617193603134495,3586896069,,zudui_team_map,Japan,20,44m,bbykqwv,1748379008,Yes
29617193603353178,3586896069,,zudui_team_map,Japan,21,44m,qhcvbop,1749186833,Yes
29617193603577831,3586896069,,zudui_team_map,US East,21,43m,cjkuana,1749478136,Yes
29617193603797965,3586896069,,zudui_team_map,Japan,18,42m,lcbckfs,1749724188,Yes
29617193604017485,3586896069,,zudui_team_map,Australia,19,42m,oummmiv,1749619319,Yes
29617193619975567,3586896069,,zudui_team_map,Singapore,2,8m,小眼先生,980257403,Yes
29617193604238272,3586896069,,zudui_team_map,Chile,20,41m,xncqver53,1749083351,Yes
29617193604460597,3586896069,,zudui_team_map,US East,19,41m,ykziuql,1749553317,Yes
29617193604679254,3586896069,,zudui_team_map,Japan,16,40m,iphezqi,1750229875,Yes
29617193604696827,3586896069,,zudui_team_map,Singapore,20,40m,dlbrtzx,1750232806,Yes
29617193604920811,3586896069,,zudui_team_map,Japan,22,40m,viobiyg,1750082613,Yes
29617193605135521,3586896069,,zudui_team_map,US East,22,39m,ss250431,810616533,Yes
29617193605354814,3586896069,,zudui_team_map,US West,19,39m,ze250434,810768206,Yes
29617193605571252,3586896069,,zudui_team_map,US West,20,38m,va250435,810699411,Yes
29617193605790258,3586896069,,zudui_team_map,Chile,21,38m,fu250437,809928522,Yes
29617193606009482,3586896069,,zudui_team_map,Chile,21,37m,ut250439,810652679,Yes
29617193606225400,3586896069,,zudui_team_map,US East,19,36m,to248857,809986741,Yes
29617193606440388,3586896069,,zudui_team_map,US East,17,36m,jz250442,809017647,Yes
29617193606657246,3586896069,,zudui_team_map,Japan,19,35m,gm250445,809137931,Yes
29617193606874889,3586896069,,zudui_team_map,Japan,20,35m,oz250446,810635356,Yes
29617193606892800,3586896069,,zudui_team_map,US East,20,35m,un250448,808971606,Yes
29617193607108469,3586896069,,zudui_team_map,Singapore,18,34m,pw250450,811553361,Yes
29617193607328508,3586896069,,zudui_team_map,Australia,20,34m,jh250453,809876561,Yes
29617193607547658,3586896069,,zudui_team_map,Australia,14,33m,bk250455,810403999,Yes
29617193607771718,3586896069,,zudui_team_map,Singapore,21,33m,eo250452,808892703,Yes
29617193607994134,3586896069,,zudui_team_map,US West,19,32m,di250459,808726635,Yes
29617193608216188,3586896069,,zudui_team_map,Australia,18,31m,uf250458,810597583,Yes
29617193608442024,3586896069,,zudui_team_map,Singapore,18,31m,tr250462,811665041,Yes
29617193608665680,3586896069,,zudui_team_map,Chile,22,30m,mf250464,811140696,Yes
29617193608892497,3586896069,,zudui_team_map,Chile,18,30m,xq250466,810479845,Yes
29617193609137827,3586896069,,zudui_team_map,Japan,19,29m,pv250468,810634577,Yes
29617193609158565,3586896069,,zudui_team_map,Chile,21,29m,xi250469,810593259,Yes
29617193609394144,3586896069,,zudui_team_map,US East,17,29m,ro250472,808968326,Yes
29617193609639905,3586896069,,zudui_team_map,Australia,17,28m,fy248867,811500580,Yes
29617193609947383,3586896069,,zudui_team_map,US West,20,28m,ep250475,809011948,Yes
29617193610274101,3586896069,,zudui_team_map,US West,17,27m,es248868,808931711,Yes
29617193610575332,3586896069,,zudui_team_map,Singapore,18,27m,bt250478,810612903,Yes
29617193610852900,3586896069,,zudui_team_map,Australia,18,26m,dv250480,808878674,Yes
29617193611106781,3586896069,,zudui_team_map,Singapore,20,25m,mz250482,810667948,Yes
