Lobby ID,Game ID,Room Name,Map,Region,Members,Time,Leader Name,Leader ID,Has Password
29617193581658310,3586896069,,zudui_team_map,US East,22,2m,ey250495,810682041,Yes
29617193581811470,3586896069,,zudui_team_map,US East,1,2m,oneday,125131260,
29617193581639618,3586896069,,zudui_team_map,Singapore,22,2m,mk250492,808899420,Yes
29617193581171904,3586896069,,zudui_team_map,Japan,22,3m,vu248873,809258980,Yes
29617193581405986,3586896069,,zudui_team_map,Singapore,22,3m,to250490,810000274,Yes
29617193580942548,3586896069,,zudui_team_map,Chile,22,4m,ei250487,810566607,Yes
29617193565484766,3586896069,,zudui_team_map,US East,22,39m,bitjqxz35,1750175233,Yes
29617193565731448,3586896069,,zudui_team_map,Japan,22,38m,houubab47,1749851586,Yes
29617193565984775,3586896069,,zudui_team_map,Singapore,22,38m,ooutvpn36,1750772876,Yes
29617193566234595,3586896069,,zudui_team_map,US East,22,37m,rvgotew38,1749642222,Yes
29617193566487300,3586896069,,zudui_team_map,Chile,22,37m,slptmrz,1749516728,Yes
29617193566741283,3586896069,,zudui_team_map,Japan,22,36m,wonemek24,1750325004,Yes
29617193566761303,3586896069,,zudui_team_map,Chile,22,36m,dnbvwuv51,1748808741,Yes
29617193567014393,3586896069,,zudui_team_map,US West,22,36m,dimhkit54,1748994450,Yes
29617193567264505,3586896069,,zudui_team_map,Singapore,22,35m,ngdinme,1749644934,Yes
29617193567515347,3586896069,,zudui_team_map,US West,22,35m,otweaek,1749572568,Yes
29617193567765454,3586896069,,zudui_team_map,Japan,22,34m,zzoxvel76,1748829922,Yes
29617193568015299,3586896069,,zudui_team_map,Japan,22,34m,ngdkfmm09,1749863654,Yes
29617193568265508,3586896069,,zudui_team_map,Singapore,22,33m,mmypgdy,1749741103,Yes
29617193568521088,3586896069,,zudui_team_map,Chile,22,32m,kqptgxi,1749451842,Yes
29617193568773986,3586896069,,zudui_team_map,Japan,22,32m,jhlppxp46,1749812674,Yes
29617193569028099,3586896069,,zudui_team_map,Australia,22,31m,uszunle,1749443484,Yes
29617193569273415,3586896069,,zudui_team_map,US East,22,31m,ijlnqwh,1749206582,Yes
29617193569295294,3586896069,,zudui_team_map,Singapore,22,31m,teoikpa,1749377605,Yes
29617193569539427,3586896069,,zudui_team_map,US East,22,30m,mohtiri,1749703247,Yes
29617193569782908,3586896069,,zudui_team_map,Singapore,22,30m,tejmphp66,1749541122,Yes
29617193570025080,3586896069,,zudui_team_map,Singapore,22,29m,gluuejo,1749713687,Yes
29617193570262070,3586896069,,zudui_team_map,US East,22,29m,jtjnzrc,1749176589,Yes
29617193570501331,3586896069,,zudui_team_map,Singapore,22,28m,easvjqm,1750723289,Yes
29617193570739926,3586896069,,zudui_team_map,Chile,22,28m,msgbljw,1749248995,Yes
29617193570976694,3586896069,,zudui_team_map,Australia,22,27m,pbtxbvg,1749176985,Yes
29617193571215170,3586896069,,zudui_team_map,US East,22,26m,hlnkmdg,1750548188,Yes
29617193571451160,3586896069,,zudui_team_map,US West,22,26m,ufahesy,1749532634,Yes
29617193571686903,3586896069,,zudui_team_map,US East,22,25m,dghlhdp,1749202520,Yes
29617193571924713,3586896069,,zudui_team_map,Japan,22,25m,ucclbsj,1749970631,Yes
29617193571944523,3586896069,,zudui_team_map,Australia,22,25m,ewhkupy,1749579739,Yes
29617193572182902,3586896069,,zudui_team_map,US East,22,24m,gqlscdn,1749315563,Yes
29617193572422414,3586896069,,zudui_team_map,Australia,22,24m,pcscpib,1749924808,Yes
29617193572665007,3586896069,,zudui_team_map,US East,22,23m,eqnutem,1749615593,Yes
29617193572899190,3586896069,,zudui_team_map,Chile,22,23m,fcaqvdb,1749653384,Yes
29617193573139984,3586896069,,zudui_team_map,Australia,22,22m,xksieqy,1749703968,Yes
29617193573235741,3586896069,,zudui_team_map,Australia,1,22m,CsStudio,1527764346,
